"disease","disease_disbiome_author_svd64_000","disease_disbiome_author_svd64_001","disease_disbiome_author_svd64_002","disease_disbiome_author_svd64_003","disease_disbiome_author_svd64_004","disease_disbiome_author_svd64_005","disease_disbiome_author_svd64_006","disease_disbiome_author_svd64_007","disease_disbiome_author_svd64_008","disease_disbiome_author_svd64_009","disease_disbiome_author_svd64_010","disease_disbiome_author_svd64_011","disease_disbiome_author_svd64_012","disease_disbiome_author_svd64_013","disease_disbiome_author_svd64_014","disease_disbiome_author_svd64_015","disease_disbiome_author_svd64_016","disease_disbiome_author_svd64_017","disease_disbiome_author_svd64_018","disease_disbiome_author_svd64_019","disease_disbiome_author_svd64_020","disease_disbiome_author_svd64_021","disease_disbiome_author_svd64_022","disease_disbiome_author_svd64_023","disease_disbiome_author_svd64_024","disease_disbiome_author_svd64_025","disease_disbiome_author_svd64_026","disease_disbiome_author_svd64_027","disease_disbiome_author_svd64_028","disease_disbiome_author_svd64_029","disease_disbiome_author_svd64_030","disease_disbiome_author_svd64_031","disease_disbiome_author_svd64_032","disease_disbiome_author_svd64_033","disease_disbiome_author_svd64_034","disease_disbiome_author_svd64_035","disease_disbiome_author_svd64_036","disease_disbiome_author_svd64_037","disease_disbiome_author_svd64_038","disease_disbiome_author_svd64_039","disease_disbiome_author_svd64_040","disease_disbiome_author_svd64_041","disease_disbiome_author_svd64_042","disease_disbiome_author_svd64_043","disease_disbiome_author_svd64_044","disease_disbiome_author_svd64_045","disease_disbiome_author_svd64_046","disease_disbiome_author_svd64_047","disease_disbiome_author_svd64_048","disease_disbiome_author_svd64_049","disease_disbiome_author_svd64_050","disease_disbiome_author_svd64_051","disease_disbiome_author_svd64_052","disease_disbiome_author_svd64_053","disease_disbiome_author_svd64_054","disease_disbiome_author_svd64_055","disease_disbiome_author_svd64_056","disease_disbiome_author_svd64_057","disease_disbiome_author_svd64_058","disease_disbiome_author_svd64_059","disease_disbiome_author_svd64_060","disease_disbiome_author_svd64_061","disease_disbiome_author_svd64_062","disease_disbiome_author_svd64_063"
"Exacerbations of idiopathic pulmonary fibrosis","1.3288307","-0.2155282","-0.07651979","-0.012374896","-0.007971474","-0.0151891215","-0.09052549","-0.09187139","0.0051304996","-0.110315375","0.1443463","-0.13721184","-0.0055954605","0.07684992","0.055629056","0.3029813","-0.35511297","-0.21169566","-0.1449512","-0.7002615","0.38127336","1.4107769","-0.024945207","-0.012485674","1.3157412","-0.13409573","-0.6657371","-1.3501034","2.6764395","0.6200285","0.9650947","2.0905848","1.4024068","1.7578208","-3.196566","0.94755536","-0.19405411","0.056023274","-0.72747165","1.8370162","-1.1471322","-0.1643108","0.09475562","1.578604","-0.7837223","-1.7273438","0.2001324","1.5957263","0.11105679","-0.14969209","-1.5338074","0.58704793","1.084471","-0.68735117","0.660911","-1.2658386","0.7503679","0.77176404","0.4467769","-1.3261405","4.2322187","-0.8196772","-0.4086795","-0.05389912"
"Excessive vomiting","1.2436448","-0.14457858","-0.004920767","-0.033746198","-0.014252477","-0.11111547","-0.05196977","-0.10639308","-0.00755833","-0.08978265","-0.075030245","0.015566921","0.032379977","0.12987162","0.04308322","-0.30591747","-0.09093611","0.11857037","-0.46126938","-0.15912838","-0.15207586","0.9101153","0.07239273","-0.0769887","0.745071","0.26765776","-0.059864223","1.1439785","-0.9710834","-0.59899473","2.2561452","-0.8984696","-0.48795497","-1.0935012","0.043274652","-3.304396","-2.8844948","1.2504693","0.75682795","1.0907778","-1.5496064","-2.0052547","0.7046484","-1.2590666","0.9009536","0.70639676","-0.10014575","-0.9695703","-1.8400189","-1.2754945","0.5220813","1.6864436","1.6443456","1.2028786","-0.7154469","-0.12613349","-1.1292193","1.5425398","3.8748536","-0.71336704","-3.2793932","-1.6647736","-1.238662","-0.1489071"
"Experimental Autoimmune Arthritis","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Experimental Autoimmune Encephalomyelitis","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Extrinsic black stain","1.2914629","-0.14084813","-0.0922856","0.039122947","0.008831699","0.0048614","-0.045153715","-0.0587491","0.015329505","-0.023123423","-0.037225693","-0.13341878","-0.084806904","0.121841565","-0.026523609","-0.19948022","-0.3222113","-0.1641245","0.08031391","-0.2616364","0.19451755","-0.75657666","0.8338637","1.8080906","1.0382271","0.13190417","-0.398536","0.07637946","0.9872547","1.0053767","-1.530792","0.31128865","0.1706538","0.20546831","-1.0426102","2.1069345","0.78692156","-0.10353992","-2.126946","0.4138404","-2.513658","-0.8134184","-1.8499494","-0.6706474","-0.62254804","0.65833396","0.03750858","0.23287861","-0.15955828","-0.54322046","-3.0104444","-1.5344995","2.985974","-1.146128","-2.4360907","2.8402843","-0.5103148","-0.7839288","0.8287996","-4.616905","-0.45405316","1.1788421","0.52952254","-3.886683"
"Familial Mediterranean fever","1.3483346","-0.055452414","-0.12479337","0.030650344","0.04524287","0.0016239933","0.027949778","-0.10716571","-0.05877075","0.06698606","-0.025511833","-0.17241207","-0.15750916","-0.027881984","0.2796316","-0.004370083","-0.38974828","-0.10105858","-0.82647514","0.42415506","-0.8060332","0.36878946","-1.7692375","1.0367116","-0.9420583","0.7615774","-1.3838385","-1.0121801","-1.4565933","0.70179117","0.85043573","-1.4204009","1.7113247","0.4511378","1.6266266","0.45885816","0.09601596","-0.047294512","-1.191476","-2.0787833","0.5156129","-2.254775","-0.69831234","-1.1894342","-0.7599454","1.5212787","1.8506206","0.9661063","4.1661325","1.779564","0.6355956","-0.5609564","1.3370382","0.12380966","-1.912356","1.812191","-1.5452677","-0.11979592","0.8304477","1.6264918","-0.3568378","-1.4597827","-1.1855422","0.31166574"
"Familial adenomatous polyposis","1.3518593","0.024319787","-0.20693853","0.025352724","0.10837739","-0.0013924498","0.041411046","-0.17551643","-0.024808615","-0.081251055","-0.040165342","-0.070884764","-0.054198567","0.40124","0.16146082","-0.38147995","-0.06766375","-0.29578122","-0.53716916","-0.55703545","0.15109606","-0.2075484","-0.5500066","0.3535366","-2.6515033","-0.9785517","0.859984","-0.47914103","-0.050072752","-1.2072271","-0.9557113","-0.8553935","-0.2734226","-0.38909075","-0.97898597","1.9190402","-0.13422325","1.0246272","0.7105883","1.5956769","1.2969059","-0.25974953","0.9725927","-1.7769349","-0.59561324","-2.8044305","-1.0977465","-2.4002209","0.41302073","-1.6015735","-0.3348114","2.3287134","-0.6417436","-0.71044165","-1.783339","0.95507276","4.0484443","-0.4797376","1.5414854","0.06959534","0.28682005","-2.1924477","-0.25193503","-0.94816786"
"Fatigue","1.1072059","-0.3749291","-0.054238003","-0.057954624","-0.031964276","-0.10284804","-0.11293438","-0.2549216","-0.08312641","-0.23886444","-0.19139178","-0.27952084","-0.16021796","-0.51990944","-0.29261392","-0.21379434","0.077534236","-0.32786646","-0.5240823","-1.0563655","0.4467852","-0.04276997","0.118886806","0.5852037","0.93257475","0.22622553","1.340787","2.2714977","-0.1973018","-2.6659565","1.3767171","-2.108176","2.6375399","-1.0615793","0.82244295","-0.6432822","-1.3163213","0.9539538","-0.13344331","-2.0595381","-1.0909057","0.16476712","-2.4063497","2.2869477","0.11935048","0.020507086","2.146332","0.5537794","0.12227863","-1.4642831","0.31807014","2.639333","-0.9476681","-0.07622392","-0.9773701","-0.20646125","-0.7587265","0.104258515","-0.6950576","0.8540649","-1.566967","1.22845","2.570594","-1.1476072"
"Fibromyalgia","1.142845","-0.13641436","0.019467408","0.03557039","-0.029406888","0.015718454","-0.028346084","-0.041288976","0.011793577","-0.002789969","-0.13843799","-0.2367807","0.31798795","-0.2571562","-0.03870696","0.11642516","0.22452526","-0.25981826","0.05613027","-0.34271932","1.0037555","0.7952676","2.1533458","-0.7552242","-1.0846369","-1.1986569","-0.51925915","-0.8391136","0.93690234","1.6666292","-0.48814997","-0.03709115","-0.17273507","-0.6285308","-0.69486237","-0.0037509408","-1.6099838","0.8181772","-0.8567327","0.5165148","-0.6165034","1.0263456","0.6980526","-2.6457176","-1.5035597","4.1678414","-0.80707026","-2.2341726","1.2784591","1.7623988","-1.1948258","-0.38138387","-1.550973","-0.920466","1.2523327","-1.0989919","4.1064463","-0.36469203","1.0641109","2.8648882","2.7444892","0.87409896","1.5920786","-1.4080116"
"Folliculitis decalvans","1.374564","-0.1973196","0.0014806103","-0.02432372","0.009565422","-0.008237279","-0.051962048","-0.035708446","0.016156098","-0.15205677","-0.05372819","-0.13103586","-0.1254779","0.10044302","0.0374522","-0.092269994","0.015423846","0.084680155","-0.5266646","-0.42741093","-0.031158188","0.43226588","0.28172636","-0.16654572","-0.13331653","0.23022343","-0.47368732","1.5210984","0.47788823","-1.6159279","-0.12769575","-1.3790686","0.89653885","-0.07479331","1.4746742","1.8412806","0.3538051","0.88222545","2.6584888","-1.0932505","0.88107884","-0.54424375","0.109436765","1.6207929","-0.53921837","-1.4997938","0.70389026","-0.21965717","2.0278141","-1.9027847","1.2652826","0.18876189","0.20489746","-0.34299588","0.49315965","1.5046091","-2.92295","1.4837794","-0.42947406","2.3629515","2.367123","0.71565527","2.6885562","2.8135095"
"Frailty","1.0998513","-0.40434983","-0.12936847","0.018469391","-0.017470662","-0.037494775","-0.15037344","-0.16525342","-0.010295574","-0.10905813","-0.16481304","-0.22011696","0.061742198","-0.33873418","-0.0010001343","-0.15390663","-0.269465","-0.30104023","0.028975938","-1.1217105","0.75696355","-0.6318082","0.95754564","0.7894136","0.69886965","-1.4985396","-0.40413958","0.62917113","-1.3304785","-0.2279774","0.73624045","0.07506305","1.7294444","-1.9508691","-0.40635386","1.1770681","0.5764939","2.3783174","0.5718028","-1.4733483","-0.73293567","1.402008","-0.9852059","0.52432704","-0.018314365","1.4896426","1.2433134","-0.6062166","0.042004615","0.25620887","3.5389543","-1.8848623","0.32063755","-0.5102106","2.90303","1.9174126","1.0718821","2.2370107","2.4892042","0.72064775","-0.33525115","-2.7191875","0.33304253","-1.522574"
"Functional dyspepsia","1.1037716","-0.3678202","-0.089565836","-0.047176216","0.0063856132","-0.088411584","-0.11668909","-0.16426472","-0.013014072","-0.26683742","-0.20723817","-0.08628571","-0.09202314","-0.09583309","-0.11936647","-0.2647916","-0.2965648","0.01752278","-0.48725423","-2.0936444","0.31514776","-0.5194556","-0.7201587","2.329905","0.36245137","-0.05863322","-0.05001471","1.9034","0.708776","-0.8724968","-0.22984643","0.32214662","-1.1363275","0.035675194","0.38585994","0.6505072","-1.7409445","0.74743116","2.0468442","-1.3962622","-0.82539594","0.9698845","0.24574316","1.1439881","1.9057949","-0.42456153","0.24865057","0.2418704","1.1771725","0.3721646","1.1104208","-1.2966615","-0.6236608","1.0489886","-1.4245245","-0.82546073","1.8616164","-0.7736698","0.47827274","-1.0705355","1.3610681","1.3203514","-0.5315825","2.1847508"
"GIT neoplasms","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Gallbladder cancer","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Gastric and duodenal ulcer","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Gastric cancer","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Gastric carcinoma","0.81637084","0.2839598","-0.09901436","-0.023833664","0.064598635","0.010355626","0.11443966","-0.070937976","0.013650961","0.0046943594","-0.034230366","-0.075458005","-0.008793357","0.031906657","0.29557538","-0.0952277","0.18234597","0.06982732","0.31584185","0.4530174","-1.4490745","-0.8521319","0.9637166","-0.3928537","-1.5859607","-2.0915036","-1.2303109","0.5737407","0.06611807","-0.39160314","0.718992","-2.9133043","-1.0662985","-3.9393098","-0.65329796","-1.6502827","-1.7574846","-1.2576321","0.81705576","-2.2433662","-0.89663106","1.3329151","-4.4227247","-3.2704928","6.4385643","0.08871314","-1.5133657","2.2676294","1.5329306","-0.75519836","1.6924522","-0.4353059","-1.9949089","-0.20107144","-1.6297728","-1.2803357","-0.3255941","-0.57989854","-1.906613","2.4987686","0.17845586","0.092268206","1.4204608","-0.02167525"
"Gastro-oesophageal reflux","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Gastroenteritis","1.2996475","0.1836298","-0.23953617","0.008493045","0.0140463775","0.0012727317","0.12594692","-0.21320689","0.024367126","-0.13931029","-0.06793807","-0.22522238","0.004950075","0.011855729","0.2113934","-0.48439357","0.26924652","-0.4803426","-0.46970204","-0.8873275","-0.76530683","0.5831789","-0.21503028","1.1137718","-2.7122908","-0.6476022","0.34969553","-1.9352341","-1.185331","-0.6406386","-0.82816017","0.15206501","-1.147118","-2.014567","-0.51881635","-1.1512398","2.119672","-0.793103","0.8425581","-1.627755","0.75676495","-2.9827507","1.3506597","0.48562586","-1.4548088","0.5714931","0.06828966","-1.5236349","-1.0482793","0.27259505","0.12001936","-0.3083538","1.2658604","-2.015644","1.0319672","-0.76982754","-2.5498507","-0.6285192","0.5272211","-1.0325052","-0.8949672","-0.005568711","1.5379463","2.5263393"
"Gastrointestinal follicular lymphoma","1.3246","-0.18960205","-0.0312723","-0.017541239","-0.020236852","0.030635128","-0.06980947","-0.0902012","-0.017151194","-0.12622473","-0.124860846","-0.05364872","-0.061131403","-0.10880508","-0.022787409","0.03101639","-0.016150018","0.229805","-0.28127554","-0.031096535","0.35109517","0.025332853","-0.07866693","0.40274322","0.64292324","-0.90526664","1.918607","-0.1891273","2.5417876","0.027852025","-2.0323722","-0.7991117","-1.7078513","-1.4130372","-1.3212906","0.54405385","-1.0390886","-0.84112287","-1.131008","1.1781061","0.37996787","0.6397083","1.71699","-1.58266","1.0000854","-1.2289712","-0.6538515","2.5592003","1.2742249","-0.8340409","2.9705884","2.533878","-0.629738","-2.9547","-0.9311839","0.98079497","-0.87290776","0.43622935","-1.0307106","-1.6006007","2.0246725","-0.28184092","-0.744319","-1.7027537"
"Generalized anxiety disorder","0.83390963","-0.30969274","-0.095161386","0.022524599","0.021413684","-0.049222276","-0.09031623","-0.13439324","-0.04137851","-0.14774308","-0.044247415","-0.17518461","-0.026072228","-0.17614363","-0.2683178","0.042255864","-0.27552286","0.011689753","-1.7133263","-0.15437926","-1.1093355","0.8037946","1.229156","1.5916342","0.3506121","-0.23625068","-0.32899266","2.6320276","-0.13826723","-0.8590219","-1.0814817","2.5011508","-0.9022625","-1.0494249","-2.090791","0.28623256","-1.622444","-0.85114694","0.20825982","0.31607917","0.309815","-1.7364908","-0.4367819","0.9465019","2.3131642","-2.9857552","4.7056284","1.7127852","0.7389668","-1.6792142","-1.833622","1.9581574","-2.2679303","1.9157182","0.40978226","1.504702","1.9178271","-1.565747","-0.05883212","-1.1061169","1.0048687","1.0303159","0.7306468","1.952601"
