"disease","disease_peryton_author_svd64_000","disease_peryton_author_svd64_001","disease_peryton_author_svd64_002","disease_peryton_author_svd64_003","disease_peryton_author_svd64_004","disease_peryton_author_svd64_005","disease_peryton_author_svd64_006","disease_peryton_author_svd64_007","disease_peryton_author_svd64_008","disease_peryton_author_svd64_009","disease_peryton_author_svd64_010","disease_peryton_author_svd64_011","disease_peryton_author_svd64_012","disease_peryton_author_svd64_013","disease_peryton_author_svd64_014","disease_peryton_author_svd64_015","disease_peryton_author_svd64_016","disease_peryton_author_svd64_017","disease_peryton_author_svd64_018","disease_peryton_author_svd64_019","disease_peryton_author_svd64_020","disease_peryton_author_svd64_021","disease_peryton_author_svd64_022","disease_peryton_author_svd64_023","disease_peryton_author_svd64_024","disease_peryton_author_svd64_025","disease_peryton_author_svd64_026","disease_peryton_author_svd64_027","disease_peryton_author_svd64_028","disease_peryton_author_svd64_029","disease_peryton_author_svd64_030","disease_peryton_author_svd64_031","disease_peryton_author_svd64_032","disease_peryton_author_svd64_033","disease_peryton_author_svd64_034","disease_peryton_author_svd64_035","disease_peryton_author_svd64_036","disease_peryton_author_svd64_037","disease_peryton_author_svd64_038","disease_peryton_author_svd64_039","disease_peryton_author_svd64_040","disease_peryton_author_svd64_041","disease_peryton_author_svd64_042","disease_peryton_author_svd64_043","disease_peryton_author_svd64_044","disease_peryton_author_svd64_045","disease_peryton_author_svd64_046","disease_peryton_author_svd64_047","disease_peryton_author_svd64_048","disease_peryton_author_svd64_049","disease_peryton_author_svd64_050","disease_peryton_author_svd64_051","disease_peryton_author_svd64_052","disease_peryton_author_svd64_053","disease_peryton_author_svd64_054","disease_peryton_author_svd64_055","disease_peryton_author_svd64_056","disease_peryton_author_svd64_057","disease_peryton_author_svd64_058","disease_peryton_author_svd64_059","disease_peryton_author_svd64_060","disease_peryton_author_svd64_061","disease_peryton_author_svd64_062","disease_peryton_author_svd64_063"
"Covid-19","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Coxiella burnetii vascular infection","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Crohn disease","4.7931595","25.942324","0.0042360732","-0.30571693","4.3776627","-8.795861","0.5967199","0.12721159","0.52733153","-0.5098728","0.568569","1.7103554","2.2259202","-1.2466024","-1.8835434","-0.2648436","0.30046618","0.28948817","1.2208703","0.2074247","4.3799925","-5.3918815","-1.0622332","-0.46473902","0.78118604","-0.72066605","-0.8217083","-1.0555792","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.827961","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Crohn's Disease","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Crohn's disease","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Crohn's disease(CD)","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Crohns disease","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cutaneous burn","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cystic Fibrosis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cystic echinococcosis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cystic fibrosis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cystic fibrosis exacerbation","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cytolytic vaginosis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dandruff","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Denture Stomatitis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Depression","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Diabetes mellitus type 2","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Diabetic nephropathy","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Diaper dermatitis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Diarrhea","5.4134693","-2.7850204","0.20251092","-4.1778154","3.6981359","-0.7790925","4.6391892","-9.9298525","6.6147137","-7.0807147","-1.6310642","-13.253611","14.9014","4.6265244","-5.445295","0.8756588","-8.161204","2.60861","-0.1888725","0.48863885","-3.5271149","11.3737755","-4.691839","-1.3196932","-0.8461843","-8.843341","-5.838199","-4.9784484","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.2598387","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Diarrhea Irritable bowel syndrome(IBS)","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Disease-free ","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Diverticular disease","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Down syndrome","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Drug-resistant Epilepsy","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dry eye syndrome","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"E-smoking","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Edentulism","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Endometrial cancer","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Endometriosis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Enthesitis related Arthritis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Enthesitis-related arthritis ","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
